Money,2007-08-12 06:14:13,2007-08-12 18:31:05,951.345.200-00,22652,599,30000,805,5379
Credit card,2006-01-03 14:58:46,2330-02-04 11:20:07,427.440.820-00,38346,4545,46646,806,2300
Credit card,2018-07-25 06:14:37,2455-08-20 04:11:41,126.677.790-00,47645,8156,87516,807,6435
Money,2003-05-09 17:04:55,2303-07-14 08:48:46,658.583.150-00,20405,137,87237,808,5532
Money,2020-04-11 10:31:54,2472-10-15 05:27:50,208.724.960-00,82363,435,3934,809,4523
Bank transfer,2010-03-13 16:54:24,2371-12-26 23:13:49,496.853.130-00,42188,4609,43156,810,7183
Money,2009-03-04 20:41:42,2361-10-02 21:10:48,128.449.920-00,76570,6738,57570,811,2733
Food voucher,2017-10-12 09:12:44,2447-10-23 07:58:50,611.891.560-00,91239,6385,97443,812,671
Credit card,2011-12-05 15:42:45,2011-12-06 09:02:08,493.008.830-00,14876,5801,5105,813,3530
Food voucher,2006-10-30 09:29:44,2338-04-17 22:04:11,928.964.880-00,41869,537,28414,814,6546
Money,2015-07-07 20:18:19,2425-02-24 09:22:42,957.534.830-00,53233,4185,75014,815,7158
Debit card,2004-12-02 15:21:03,2319-03-24 09:09:42,562.687.980-00,2498,4854,91997,816,4731
Money,2010-01-13 16:17:14,2010-01-14 00:35:01,501.086.350-00,93096,721,30999,817,2811
Bank transfer,2016-01-05 13:21:59,2430-02-18 22:30:22,277.495.170-00,64310,7149,53266,818,5352
Bank transfer,2003-05-07 09:39:08,2303-06-24 22:07:53,065.182.980-00,35828,2982,8724,819,4482
Food voucher,2016-12-06 04:57:58,2439-04-27 08:58:34,503.496.160-00,86021,4567,75054,820,5725
Bank transfer,2020-03-22 18:08:00,2472-04-02 04:40:29,631.281.710-00,83398,4171,51170,821,5046
Credit card,2003-12-09 20:19:21,2309-05-25 10:22:15,893.131.030-00,32890,1786,77142,822,3133
Credit card,2008-08-08 13:08:15,2356-01-16 22:26:33,078.653.020-00,10351,9064,56295,823,1511
Debit card,2016-01-04 09:50:20,2016-01-04 17:15:48,894.280.650-00,0,6356,20860,824,6736
Debit card,2010-06-09 16:18:59,2374-05-24 16:51:21,451.843.300-00,76771,2912,33914,825,7135
Credit card,2015-08-23 03:27:02,2426-06-03 11:49:06,951.345.200-00,28305,9484,24642,826,5105
Bank transfer,2002-10-08 17:49:19,2297-09-12 18:38:04,533.152.990-00,63210,1422,682,827,2787
Credit card,2012-04-19 01:43:43,2392-12-30 22:03:26,183.239.760-00,65066,8183,96170,828,3093
Bank transfer,2016-03-16 03:33:43,2016-03-16 13:44:30,777.361.010-00,35947,3321,3204,829,2487
Money,2006-11-17 21:49:28,2338-10-19 12:03:35,077.959.640-00,84883,997,0,830,2315
Debit card,2013-09-21 21:51:43,2407-04-04 17:07:47,518.783.730-00,8509,437,89400,831,530
Credit card,2009-06-15 21:24:50,2364-07-25 11:33:15,493.008.830-00,87604,5220,28857,832,6802
Money,2014-04-10 03:35:43,2412-09-25 11:59:29,078.653.020-00,14182,6852,81054,833,3599
Money,2004-10-17 07:52:42,2317-12-15 22:03:41,507.104.800-00,79767,8316,32018,834,5921
Debit card,2008-06-01 05:50:50,2354-03-03 00:33:27,440.330.600-00,56341,9167,95438,835,7639
Money,2019-07-13 06:52:25,2465-04-24 11:27:16,310.159.660-00,44159,338,24666,836,0
Credit card,2005-02-03 03:07:47,2320-12-05 13:16:35,999.820.940-00,27653,714,16601,837,6891
Debit card,2007-07-24 17:53:38,2345-08-11 22:52:21,151.971.260-00,60339,264,8076,838,5442
Bank transfer,2011-01-10 23:09:17,2380-04-14 07:02:41,880.435.690-00,59948,6723,0,839,1522
Bank transfer,2004-03-10 06:39:00,2311-11-27 20:13:06,262.847.140-00,85897,4047,99645,840,0
Credit card,2020-07-16 11:40:33,2475-05-30 12:04:25,024.456.160-00,11158,5744,85511,841,4951
Bank transfer,2013-05-15 06:41:27,2403-09-17 10:42:07,554.317.140-00,0,9594,10725,842,3923
Debit card,2004-11-09 11:27:32,2004-11-09 14:06:40,621.218.930-00,14294,7365,76787,843,3209
Food voucher,2015-04-02 18:36:39,2422-07-08 23:44:28,372.392.600-00,1215,3868,26376,844,2445
Food voucher,2014-06-19 17:51:52,2014-06-20 00:37:27,788.924.690-00,93800,1768,84555,845,803
Money,2014-10-08 20:31:19,2417-09-14 15:29:18,145.096.550-00,0,4013,16602,846,685
Debit card,2019-06-12 00:55:06,2019-06-12 10:42:50,198.183.790-00,49762,7309,92007,847,1514
Money,2005-07-23 06:31:13,2325-08-03 02:27:26,576.564.620-00,59814,6221,65677,848,2897
Food voucher,2012-10-20 02:29:25,2398-01-13 01:57:17,443.103.830-00,53290,5267,20170,849,2577
Food voucher,2008-07-11 18:04:02,2008-07-12 03:28:20,967.896.600-00,45680,1578,81024,850,675
Bank transfer,2012-08-03 13:34:50,2012-08-04 04:06:52,029.935.620-00,81584,4431,28515,851,6557
Bank transfer,2008-09-23 20:13:57,2357-04-24 20:25:49,849.629.240-00,38659,7618,53996,852,5113
Credit card,2005-04-15 21:17:44,2322-11-26 22:07:03,427.440.820-00,47476,2240,12291,853,0
Bank transfer,2017-04-06 17:42:23,2442-08-23 08:47:04,960.732.990-00,12767,7620,63869,854,7026
Food voucher,2017-06-04 18:07:46,2444-04-08 07:53:40,128.053.130-00,56140,5035,29096,855,6164
Credit card,2011-12-04 11:53:58,2011-12-04 23:51:43,015.891.530-00,8752,440,21708,856,4449
Debit card,2020-01-15 14:52:01,2470-05-28 18:37:06,448.696.670-00,0,3483,20142,857,3617
Credit card,2001-11-27 23:41:31,2289-02-01 03:13:32,364.218.450-00,79964,4022,92146,858,2820
Money,2014-07-12 21:23:21,2415-04-20 13:01:11,891.175.130-00,53616,1385,60751,859,1574
Debit card,2013-02-09 08:59:56,2401-02-05 21:26:41,251.150.850-00,60040,571,96731,860,448
Money,2004-08-18 03:25:24,2004-08-18 03:58:52,661.005.050-00,67981,7281,77740,861,802
Debit card,2004-02-19 14:13:04,2311-05-12 15:07:59,685.541.340-00,78924,1196,43504,862,6362
Debit card,2015-02-14 08:00:58,2421-03-25 06:58:25,886.466.810-00,54371,4821,92300,863,6504
Credit card,2010-06-28 04:52:24,2374-11-24 22:23:58,362.179.820-00,33376,2097,64131,864,2850
Bank transfer,2019-08-27 09:51:54,2466-07-16 04:37:59,450.338.420-00,20422,9645,53943,865,3244
Food voucher,2018-01-25 17:07:41,2450-09-12 04:29:21,327.410.720-00,60931,9555,49090,866,6665
Money,2009-04-15 13:03:44,2362-11-20 21:16:42,867.432.610-00,82860,3859,79843,867,5647
Debit card,2002-08-22 07:15:49,2296-05-25 23:10:58,178.047.780-00,0,1430,40523,868,1558
Debit card,2015-01-01 08:32:05,2420-01-10 10:14:59,625.615.350-00,15720,4847,0,869,7140
Food voucher,2011-03-10 23:30:42,2381-11-26 15:07:07,149.848.150-00,36010,5022,53793,870,6410
Credit card,2007-02-23 03:11:26,2341-06-19 05:28:24,537.140.570-00,29352,6982,57112,871,0
Debit card,2009-04-25 23:09:25,2009-04-26 01:58:30,628.099.270-00,90769,122,44620,872,2194
Bank transfer,2007-04-11 13:58:16,2342-10-08 03:30:12,683.119.690-00,24282,366,28276,873,1771
Bank transfer,2017-06-22 03:06:47,2017-06-22 16:31:47,251.150.850-00,49318,8155,67632,874,7433
Credit card,2016-04-27 23:27:17,2433-03-26 14:25:12,729.787.760-00,94686,254,21444,875,0
Debit card,2009-07-31 00:28:31,2365-10-21 21:13:25,418.370.310-00,34885,3172,65921,876,5345
Debit card,2018-04-20 04:56:57,2453-01-05 12:39:27,135.343.220-00,59001,2582,42565,877,7336
Food voucher,2014-01-29 13:11:40,2410-10-22 05:35:05,701.036.640-00,92965,2416,6075,878,5001
Food voucher,2015-06-13 12:48:51,2015-06-14 05:48:07,416.179.250-00,41589,5369,36593,879,6862
Food voucher,2003-10-04 20:33:22,2307-08-03 23:27:12,422.036.520-00,89415,1852,18234,880,7426
Money,2015-04-16 16:15:58,2422-11-28 20:48:55,022.135.390-00,8085,1534,98048,881,2190
Food voucher,2006-02-10 19:20:02,2331-02-22 01:16:04,390.703.570-00,46172,8140,35671,882,4659
Debit card,2013-12-21 04:20:23,2409-09-22 14:33:24,726.272.850-00,52567,5997,4395,883,767
Credit card,2010-01-15 23:56:58,2370-06-04 04:59:26,714.763.530-00,25570,533,48807,884,7042
Credit card,2008-03-08 18:20:33,2351-11-12 23:42:17,977.851.850-00,21324,3021,76161,885,4504
Money,2009-09-19 22:51:45,2367-03-13 02:25:40,533.152.990-00,78124,405,53035,886,7235
Bank transfer,2020-04-24 04:05:57,2473-02-19 14:56:30,366.370.750-00,51373,3929,19521,887,5812
Credit card,2003-02-04 22:59:25,2300-12-22 11:11:25,546.733.160-00,73650,9154,53946,888,5040
Food voucher,2009-10-13 02:26:21,2367-10-30 15:43:47,934.868.330-00,82004,4085,89395,889,2103
Bank transfer,2007-11-22 03:06:06,2348-11-29 09:00:03,696.745.590-00,43446,1738,84901,890,1955
Debit card,2010-11-08 07:17:58,2378-07-16 14:18:40,353.402.580-00,61393,8876,13735,891,2047
Money,2011-08-13 01:52:36,2386-02-25 11:23:06,367.332.540-00,42142,6979,30031,892,126
Bank transfer,2015-10-20 00:14:13,2428-01-02 17:31:23,553.662.870-00,25365,9042,47627,893,566
Food voucher,2011-11-14 19:39:46,2011-11-15 09:44:39,608.427.070-00,55943,6716,0,894,3195
Debit card,2010-07-24 19:30:29,2375-08-18 22:57:38,733.312.880-00,33786,1295,50716,895,5543
Bank transfer,2009-08-06 23:20:42,2365-12-29 01:39:35,911.976.020-00,10876,6348,0,896,7213
Credit card,2012-09-28 02:34:44,2012-09-28 10:41:59,414.285.560-00,84182,8834,3942,897,5578
Bank transfer,2015-02-27 01:17:44,2421-07-30 13:00:27,859.899.460-00,84825,1826,50636,898,5374
Food voucher,2016-01-14 19:48:19,2016-01-15 10:27:35,403.720.640-00,59631,2412,33607,899,7710
Bank transfer,2018-08-19 17:32:40,2018-08-20 00:32:08,014.000.160-00,16497,9516,62634,900,2877
Food voucher,2004-12-24 14:58:19,2319-10-27 19:20:57,912.363.580-00,94064,2276,6039,901,197
Bank transfer,2002-08-17 16:05:39,2296-04-10 21:35:07,381.502.020-00,45257,8979,7319,902,5576
Bank transfer,2011-07-08 04:28:19,2385-03-01 03:37:40,145.096.550-00,16678,3575,84084,903,3190
Money,2015-12-14 13:52:07,2429-07-09 23:22:25,105.208.920-00,65129,7164,84536,904,0
Debit card,2016-08-24 01:06:01,2436-06-19 09:46:16,628.099.270-00,37830,1614,31999,905,4627
Food voucher,2003-09-07 02:05:59,2306-10-29 13:19:51,219.087.650-00,85956,1543,95983,906,5858
Food voucher,2013-06-10 21:36:12,2404-06-07 09:12:26,714.763.530-00,50118,5686,47305,907,1231
Credit card,2017-08-12 01:00:51,2446-02-15 23:14:17,484.341.330-00,21050,9933,66003,908,5432
Bank transfer,2014-09-04 02:59:39,2416-10-06 22:47:09,662.078.200-00,43535,3388,456,909,5685
Food voucher,2007-05-12 19:49:16,2343-08-14 06:55:06,629.834.130-00,5795,8442,27653,910,7158
Bank transfer,2009-01-29 03:23:27,2360-10-17 17:34:36,794.165.770-00,23375,6083,70021,911,5095
Credit card,2012-07-13 17:12:03,2395-05-04 04:29:56,951.345.200-00,48487,3503,50837,912,1692
Credit card,2020-07-16 11:39:31,2475-06-03 01:12:10,427.440.820-00,28323,2174,86015,913,6637
Food voucher,2008-10-08 21:25:44,2357-09-21 06:42:00,028.857.110-00,42005,4768,82528,914,2842
Credit card,2012-03-09 13:31:42,2391-11-20 21:19:13,072.809.810-00,66407,2898,27508,915,5813
Food voucher,2011-05-06 16:34:30,2383-06-17 13:36:37,760.408.620-00,43808,3521,44830,916,6175
Bank transfer,2002-07-24 08:35:12,2295-08-14 03:52:03,130.362.500-00,50174,5656,45928,917,5505
Food voucher,2009-04-07 10:46:25,2009-04-07 21:17:18,192.379.440-00,8071,653,6530,918,5448
Credit card,2018-10-18 21:49:56,2018-10-19 11:37:42,159.227.250-00,45986,6862,65857,919,3375
Bank transfer,2009-12-27 07:55:48,2369-11-20 16:04:26,615.328.300-00,40798,6275,0,920,1787
Food voucher,2018-10-02 17:09:12,2457-07-17 04:34:52,989.410.740-00,51898,4126,70205,921,3525
Food voucher,2012-07-05 15:07:29,2395-02-13 04:41:15,522.543.860-00,37674,8677,99873,922,2476
Food voucher,2005-03-19 02:34:17,2005-03-19 11:03:38,163.683.430-00,60657,5104,59058,923,4387
Credit card,2013-08-26 07:11:52,2406-07-11 15:45:57,780.974.170-00,88667,9016,69031,924,56
Credit card,2005-10-29 15:26:19,2328-04-14 02:40:13,358.932.940-00,13138,3934,49876,925,6755
Money,2014-01-09 20:53:59,2410-04-07 23:45:59,711.862.080-00,0,2650,5418,926,0
Bank transfer,2004-06-20 03:12:43,2004-06-20 18:38:39,304.260.270-00,12223,1442,84635,927,0
Debit card,2011-04-14 17:00:29,2382-11-05 16:34:47,352.695.080-00,75518,9132,14010,928,3492
Food voucher,2019-04-05 21:45:58,2462-08-11 05:42:19,899.784.330-00,36886,5426,79051,929,579
Bank transfer,2007-08-13 10:03:29,2007-08-13 15:25:37,955.280.480-00,17460,2525,0,930,4497
Credit card,2006-03-08 06:46:18,2331-10-30 12:50:04,950.530.110-00,38219,4487,40925,931,4686
Bank transfer,2018-01-23 09:39:26,2450-08-17 17:25:01,824.180.810-00,0,5046,89040,932,7504
Bank transfer,2007-01-15 22:40:36,2340-06-03 15:36:33,991.998.910-00,50860,8429,9470,933,1943
Food voucher,2004-01-13 13:11:59,2310-05-10 08:19:47,142.318.810-00,45523,3406,38790,934,1408
Bank transfer,2011-05-22 21:52:22,2383-11-25 11:27:51,626.476.910-00,0,3498,72555,935,5035
Debit card,2011-11-09 00:41:06,2388-07-23 04:03:34,135.343.220-00,37722,9754,97909,936,6295
Credit card,2010-08-07 17:04:15,2376-01-02 02:33:34,401.913.410-00,43669,9963,43017,937,2150
Credit card,2012-06-03 05:12:56,2394-03-23 23:24:57,533.687.020-00,2865,9072,97097,938,3002
Money,2018-08-03 12:51:40,2455-11-22 22:33:30,063.880.110-00,12548,8364,85771,939,0
Debit card,2006-12-04 02:55:18,2006-12-04 19:24:24,515.134.430-00,94616,3491,55226,940,7339
Debit card,2016-09-25 10:45:59,2437-05-12 08:10:20,928.422.930-00,76047,7237,67020,941,5758
Bank transfer,2011-11-29 20:46:23,2389-02-15 23:44:26,435.002.200-00,33533,3315,26338,942,28
Food voucher,2005-12-14 22:34:54,2329-07-23 03:23:58,848.518.260-00,8504,1243,17758,943,6586
Money,2010-02-20 21:00:48,2371-06-02 03:50:15,830.159.680-00,25958,8723,52729,944,3019
Debit card,2018-01-07 04:56:04,2450-03-08 23:13:03,839.233.840-00,48248,7231,21605,945,3166
Credit card,2005-01-06 08:21:12,2320-03-03 00:04:16,906.816.180-00,61751,5250,57605,946,4794
Money,2013-05-16 10:22:16,2403-09-26 06:23:33,683.042.800-00,92371,7662,84670,947,596
Food voucher,2012-12-11 04:32:29,2399-06-14 06:58:27,982.445.720-00,88919,6610,40686,948,7050
Credit card,2020-01-04 01:21:19,2470-02-04 22:04:56,153.624.060-00,22004,9088,96714,949,7103
Bank transfer,2011-10-28 11:10:54,2388-03-29 12:42:12,789.371.040-00,63998,4516,45898,950,4669
Credit card,2018-02-20 04:16:54,2451-05-26 17:38:27,352.695.080-00,60002,1310,23948,951,1262
Credit card,2004-04-01 06:20:47,2312-07-06 00:22:58,523.315.030-00,269,8404,33745,952,713
Money,2018-04-19 01:09:04,2452-12-24 01:48:35,871.185.590-00,14541,4584,85270,953,2602
Credit card,2005-09-26 02:08:25,2327-05-12 15:04:49,932.174.140-00,26582,3674,55234,954,5605
Credit card,2017-01-07 14:27:34,2440-03-14 12:33:25,277.757.950-00,82955,2295,80808,955,93
Debit card,2016-11-24 15:16:34,2016-11-25 05:05:06,944.839.440-00,70999,1513,58926,956,0
Bank transfer,2010-01-18 07:23:22,2370-06-27 10:47:38,277.388.950-00,5621,7961,24170,957,1509
Food voucher,2004-12-02 14:55:57,2319-03-23 12:03:22,867.103.620-00,83660,8443,13659,958,3418
Money,2012-08-01 05:54:48,2395-11-02 23:18:14,710.226.080-00,31540,6051,50878,959,5983
Credit card,2006-11-24 20:30:58,2006-11-25 15:57:26,866.640.130-00,92409,3385,37963,960,3039
Debit card,2002-04-12 08:19:29,2292-10-16 15:28:34,667.396.390-00,84679,2068,14198,961,2340
Food voucher,2007-12-18 18:04:50,2349-08-25 01:41:16,369.546.120-00,11669,3394,28204,962,7280
Bank transfer,2008-07-16 09:32:17,2355-05-28 16:05:28,694.835.290-00,16923,878,78726,963,5170
Debit card,2006-12-05 06:29:43,2339-04-13 03:06:56,757.049.670-00,13463,3946,52319,964,5077
Credit card,2014-07-25 14:57:12,2415-08-28 22:40:55,770.665.050-00,26167,6480,26208,965,1110
Money,2014-07-01 07:34:18,2414-12-25 23:39:40,130.362.500-00,38014,8479,5073,966,3450
Debit card,2004-01-13 13:13:01,2310-05-07 10:32:30,006.520.100-00,59025,4021,97861,967,5463
Food voucher,2003-07-18 03:39:48,2003-07-18 05:09:32,052.825.350-00,27868,8499,80845,968,4786
Food voucher,2003-02-14 05:31:23,2301-03-21 09:40:13,654.432.440-00,9351,2141,73985,969,908
Food voucher,2004-08-19 07:15:28,2316-05-05 02:59:07,674.722.550-00,57629,4973,42342,970,7374
Debit card,2015-02-05 01:31:43,2015-02-05 22:01:00,795.733.600-00,93069,2410,60878,971,4919
Money,2010-05-14 01:22:30,2373-09-01 10:32:11,575.291.700-00,19129,6774,34973,972,1273
Credit card,2008-05-17 04:44:54,2353-10-08 01:09:36,619.789.430-00,82456,9330,11538,973,6112
Money,2005-01-13 07:25:24,2320-05-15 17:59:57,009.753.080-00,22988,699,54919,974,4412
Bank transfer,2001-09-25 06:34:16,2287-05-03 09:25:01,643.750.780-00,1983,9195,28708,975,3066
Food voucher,2009-04-23 15:19:37,2363-02-09 19:14:58,840.038.760-00,77244,2900,65076,976,663
Debit card,2006-02-23 13:21:28,2331-06-26 15:39:28,253.697.870-00,37519,7827,90460,977,2481
Debit card,2016-02-18 12:52:44,2431-05-02 04:47:42,576.564.620-00,30734,7189,10132,978,5254
Debit card,2013-11-15 07:29:48,2408-09-28 14:13:21,459.056.430-00,38920,9476,69597,979,5322
Bank transfer,2002-08-23 10:49:49,2296-06-10 22:39:58,879.197.860-00,48693,7836,57299,980,1430
Bank transfer,2010-08-15 19:20:45,2376-03-23 23:05:40,919.509.300-00,68630,1618,98480,981,1922
Credit card,2007-09-10 04:53:38,2346-11-30 12:43:07,259.524.600-00,59835,2000,0,982,156
Credit card,2011-01-27 03:58:36,2380-09-20 19:22:23,140.055.190-00,75441,546,84712,983,7646
Food voucher,2002-10-18 00:14:18,2297-12-13 09:10:53,965.254.090-00,87072,9330,6322,984,3660
Debit card,2015-08-16 04:28:35,2426-03-28 04:31:53,901.207.120-00,14360,9674,36247,985,507
Debit card,2015-08-19 16:14:59,2426-05-03 03:46:50,869.805.070-00,76032,4371,4040,986,1532
Debit card,2017-09-13 11:13:01,2447-01-06 11:06:48,762.482.110-00,1420,6737,88683,987,5880
Credit card,2011-02-28 13:24:09,2381-08-12 11:39:39,503.496.160-00,27497,4557,10001,988,5912
Money,2003-12-31 19:55:05,2004-01-01 12:42:35,419.738.570-00,80523,423,25471,989,1441
Bank transfer,2013-08-13 13:32:35,2406-03-07 22:29:16,524.187.600-00,75470,8289,61857,990,1999
Food voucher,2005-11-10 05:14:22,2328-08-09 17:19:04,533.687.020-00,50353,9106,24420,991,5319
Money,2014-08-31 15:50:23,2416-08-27 15:05:50,310.159.660-00,55724,4947,62722,992,7133
Bank transfer,2005-02-12 09:34:57,2321-03-10 01:33:07,221.386.070-00,50017,9781,678,993,1325
Money,2016-04-15 06:15:18,2432-11-19 08:36:56,349.039.620-00,28243,7148,35007,994,1388
Money,2003-01-23 05:49:40,2300-08-16 02:20:40,365.709.650-00,27578,7846,44435,995,315
Debit card,2013-07-15 15:01:48,2405-05-20 17:54:49,659.574.770-00,33980,156,53661,996,4063
Debit card,2004-02-02 05:53:04,2310-11-18 22:02:45,533.152.990-00,32176,5266,73489,997,3234
Food voucher,2018-09-11 20:58:19,2018-09-12 00:18:17,220.531.640-00,351,5097,46123,998,5774
Food voucher,2008-03-15 17:12:43,2352-01-19 19:45:07,674.201.650-00,2285,9318,48737,999,2337
Credit card,2015-09-30 08:03:30,2015-09-30 21:28:28,723.368.880-00,77979,9450,38547,1000,3790
Food voucher,2019-11-16 10:35:33,2468-10-02 19:34:53,644.417.420-00,14424,3067,77222,1001,181
Food voucher,2014-09-24 22:56:55,2417-04-30 23:17:28,626.476.910-00,72251,2388,44815,1002,4708
Food voucher,2003-02-08 10:31:39,2301-01-26 13:10:43,028.725.780-00,32300,3436,86461,1003,1059
Food voucher,2007-05-30 04:58:54,2344-02-07 06:39:37,406.608.230-00,0,704,62460,1004,4903
Credit card,2002-03-09 18:56:24,2291-11-18 06:37:01,569.781.510-00,92823,9466,43055,1005,4008
Food voucher,2006-03-24 11:50:08,2332-04-10 04:17:35,831.677.230-00,50199,2258,74702,1006,196
Money,2009-04-10 21:34:09,2362-10-07 19:03:34,075.316.810-00,58760,5326,47460,1007,4709
Money,2010-10-10 08:55:58,2377-10-01 17:55:45,367.332.540-00,93387,5900,0,1008,6607
Money,2001-12-14 04:29:11,2289-07-10 04:50:42,164.396.960-00,39522,3533,12841,1009,7072
Money,2005-09-22 14:57:59,2327-04-07 21:20:46,733.312.880-00,7966,1203,32101,1010,595
Credit card,2001-09-19 11:36:38,2287-03-10 03:24:04,351.314.600-00,84446,8860,91924,1011,6929
Money,2004-09-20 17:13:07,2317-03-25 01:06:01,103.031.930-00,83624,9219,49558,1012,4536
Bank transfer,2012-04-20 05:50:02,2393-01-08 07:58:04,381.502.020-00,57666,6418,69519,1013,387
Credit card,2012-01-11 16:33:55,2390-04-19 04:44:30,629.834.130-00,21082,4646,0,1014,0
Bank transfer,2014-10-30 20:10:36,2014-10-31 11:36:03,944.839.440-00,62785,6089,58897,1015,1505
Food voucher,2008-01-03 22:45:39,2350-02-04 01:49:50,663.873.810-00,1974,7974,55917,1016,5158
Money,2014-08-18 22:12:06,2416-04-24 07:06:10,560.588.260-00,47453,1904,9458,1017,5491
Debit card,2012-09-08 10:34:30,2396-11-20 15:38:18,918.698.870-00,83995,7126,88421,1018,3873
Debit card,2019-05-24 12:20:12,2463-12-08 04:26:16,171.956.680-00,76355,5136,30073,1019,296
Credit card,2020-03-25 01:28:24,2020-03-25 19:52:39,484.341.330-00,89726,6745,35029,1020,3784
Money,2003-08-23 00:41:39,2306-06-02 07:56:01,853.265.680-00,25103,1995,25127,1021,7350
Credit card,2015-11-21 10:12:22,2428-11-25 03:16:28,819.630.580-00,29973,4720,52354,1022,2273
Money,2019-07-13 06:42:33,2465-04-22 05:45:15,422.540.510-00,44927,9775,5746,1023,6352
Credit card,2007-01-17 02:03:45,2340-06-14 07:24:40,246.217.860-00,91999,4962,5520,1024,6883
Bank transfer,2001-09-20 15:27:32,2287-03-22 13:56:01,840.560.770-00,31402,9933,12199,1025,6417
Food voucher,2005-05-09 00:56:21,2005-05-09 05:59:55,901.710.210-00,38816,4727,2738,1026,794
Bank transfer,2014-06-18 14:09:32,2414-08-20 19:19:31,372.392.600-00,0,945,1653,1027,6023
Money,2008-09-25 00:04:59,2357-05-04 13:03:25,147.937.500-00,25536,1947,9259,1028,4239
Bank transfer,2002-08-26 22:14:11,2002-08-27 10:09:20,914.700.770-00,84823,7255,50376,1029,7467
Debit card,2016-09-16 04:18:48,2437-02-08 14:21:39,906.667.860-00,85890,1190,27159,1030,6227
Food voucher,2005-09-28 09:31:08,2327-06-04 15:26:34,538.378.790-00,29204,2018,30896,1031,2091
Credit card,2013-12-14 05:49:55,2409-07-11 20:44:23,724.126.910-00,52438,4525,79699,1032,4574
Money,2017-02-13 15:33:55,2441-03-22 01:18:40,608.652.070-00,86846,9825,48873,1033,2453
Money,2006-06-20 10:52:18,2006-06-21 06:57:43,014.459.750-00,833,29,84018,1034,7520
Bank transfer,2002-12-10 05:48:13,2299-06-02 20:51:02,679.135.240-00,49914,7719,77990,1035,2518
Credit card,2008-05-05 15:03:13,2008-05-06 08:30:09,356.622.930-00,3496,4294,32045,1036,1778
Money,2015-09-18 18:26:49,2427-02-26 20:58:07,654.523.520-00,69410,1376,84728,1037,5853
Bank transfer,2002-12-11 09:53:16,2299-06-11 00:25:58,430.740.900-00,63548,7096,89251,1038,5597
Bank transfer,2002-05-11 06:41:31,2002-05-11 10:08:49,628.008.050-00,15818,8940,85467,1039,6498
Bank transfer,2003-03-17 11:31:13,2302-01-26 23:27:20,631.281.710-00,0,2779,52747,1040,4606
Credit card,2018-10-20 01:35:40,2458-01-09 04:36:54,934.468.040-00,77614,7320,28678,1041,828
Bank transfer,2015-05-16 18:03:12,2423-09-21 15:21:45,630.192.580-00,76715,8246,0,1042,1058
Debit card,2017-04-27 13:22:25,2017-04-28 00:48:03,770.781.090-00,53421,5021,13166,1043,3103
Debit card,2018-11-04 02:56:07,2018-11-04 06:03:42,903.365.440-00,18181,5572,71305,1044,3883
Credit card,2010-08-07 17:01:04,2376-01-06 09:10:36,129.311.720-00,42983,6708,23698,1045,372
Money,2012-05-07 14:23:14,2393-06-29 23:55:17,412.072.340-00,76761,8419,82186,1046,3883
Debit card,2019-03-14 21:39:39,2462-01-02 19:11:54,459.924.440-00,35650,5440,33954,1047,1204
Credit card,2009-01-31 10:53:57,2360-11-08 11:46:36,388.647.460-00,78646,2759,95261,1048,4308
Money,2010-03-11 09:37:16,2371-12-02 02:17:55,725.694.020-00,90736,9794,34350,1049,4612
Food voucher,2004-02-09 04:26:39,2311-01-29 02:20:26,204.274.500-00,49875,1497,4297,1050,1
Food voucher,2017-11-11 11:22:20,2448-08-19 05:26:53,679.511.130-00,59744,7492,29409,1051,1597
Money,2006-06-03 02:11:22,2006-06-03 17:44:07,869.724.350-00,37321,6114,31164,1052,3376
Money,2011-12-03 08:08:39,2389-03-23 17:56:26,071.630.960-00,82713,1508,56831,1053,3648
Debit card,2007-09-28 17:13:57,2347-06-06 07:00:50,092.352.150-00,22657,5799,14672,1054,3617
Bank transfer,2003-06-07 15:37:37,2304-05-02 17:56:31,565.905.660-00,83879,5536,24254,1055,4024
Money,2007-10-25 08:18:37,2348-02-23 18:30:35,869.724.350-00,5339,6687,49884,1056,1038
Bank transfer,2007-03-28 16:40:18,2007-03-28 21:22:06,947.397.570-00,22430,2220,78510,1057,4487
Credit card,2014-08-02 17:11:28,2415-11-12 23:50:53,831.680.500-00,795,4537,34362,1058,109
Bank transfer,2012-02-23 12:23:04,2391-06-24 19:36:37,458.759.310-00,30595,5764,24746,1059,1106
Food voucher,2014-03-06 10:14:49,2014-03-07 08:59:27,204.274.500-00,75475,2493,50614,1060,6740
Money,2020-04-27 15:18:39,2473-03-25 20:00:19,626.476.910-00,90867,7571,86129,1061,6146
Credit card,2010-05-05 22:59:09,2010-05-06 03:00:57,410.959.970-00,37923,5599,48989,1062,6554
Credit card,2005-08-16 13:53:19,2005-08-17 05:24:09,490.661.030-00,51908,6161,97610,1063,6358
Money,2003-01-22 01:55:51,2300-08-03 04:10:36,518.783.730-00,46151,8459,73240,1064,7005
Bank transfer,2011-06-27 18:57:10,2384-11-15 22:34:50,740.970.300-00,25420,8834,35995,1065,1938
Credit card,2002-01-05 04:21:27,2290-02-16 23:37:00,626.476.910-00,75775,7864,76496,1066,4311
Credit card,2019-07-26 00:02:54,2465-08-26 21:03:22,277.388.950-00,12984,3237,87022,1067,1666
